Molecule ChEMBL ID,Parent Molecule ChEMBL ID,Parent Molecule Name,Warning Type,Warning Class,Description,Country/Year,EFO ID,EFO Term,EFO ID for Warning Class,References
CHEMBL1200461,CHEMBL1201212,MIDODRINE,Black Box Warning,vascular toxicity,None,United States: None,None,None,EFO:0011062,Type: DailyMed RefID: 937e679e-1e86-48de-a69f-83ed7a98e76e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=937e679e-1e86-48de-a69f-83ed7a98e76e|Type: DailyMed RefID: 1c2e8707-550f-430f-87f3-4bb3d55f4aba URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1c2e8707-550f-430f-87f3-4bb3d55f4aba|Type: DailyMed RefID: c41f7ec2-a3d7-4ff0-b51d-feda49717e7b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c41f7ec2-a3d7-4ff0-b51d-feda49717e7b|Type: FDA RefID: 03b54024-2a26-4abe-bd8b-b66bb6781fa7 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=03b54024-2a26-4abe-bd8b-b66bb6781fa7|Type: FDA RefID: e81e4324-8264-9ee6-e053-2995a90a8673 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e81e4324-8264-9ee6-e053-2995a90a8673|Type: FDA RefID: b4c4417e-d8fd-46c8-b82f-ffbc8f201752 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b4c4417e-d8fd-46c8-b82f-ffbc8f201752
CHEMBL1276308,CHEMBL1276308,MIFEPRISTONE,Black Box Warning,infectious disease,None,United States: None,None,None,EFO:0005741,Type: DailyMed RefID: b63fad9b-7f12-4400-9019-b0586054e534 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b63fad9b-7f12-4400-9019-b0586054e534
CHEMBL2107386,CHEMBL493982,VORAPAXAR,Black Box Warning,vascular toxicity,None,United States: None,None,None,EFO:0011062,Type: DailyMed RefID: f001f406-8cf1-40a4-bbf5-1775fe020122 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f001f406-8cf1-40a4-bbf5-1775fe020122|Type: FDA RefID: f2abe3ed-ed3d-4215-a489-b18341ce85bc URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f2abe3ed-ed3d-4215-a489-b18341ce85bc
CHEMBL1276308,CHEMBL1276308,MIFEPRISTONE,Black Box Warning,gastrointestinal toxicity,None,United States: None,None,None,EFO:0011050,Type: DailyMed RefID: b63fad9b-7f12-4400-9019-b0586054e534 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b63fad9b-7f12-4400-9019-b0586054e534
CHEMBL1276308,CHEMBL1276308,MIFEPRISTONE,Black Box Warning,hematological toxicity,None,United States: None,None,None,EFO:0011051,Type: DailyMed RefID: b63fad9b-7f12-4400-9019-b0586054e534 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b63fad9b-7f12-4400-9019-b0586054e534
CHEMBL2107387,CHEMBL2104993,VORTIOXETINE,Black Box Warning,psychiatric toxicity,None,United States: None,None,None,EFO:0011059,Type: DailyMed RefID: 1a5b68e2-14d0-419d-9ec6-1ca97145e838 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1a5b68e2-14d0-419d-9ec6-1ca97145e838|Type: DailyMed RefID: cb1e9df4-dd74-4073-9d78-bb55593dd000 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cb1e9df4-dd74-4073-9d78-bb55593dd000
CHEMBL1276308,CHEMBL1276308,MIFEPRISTONE,Black Box Warning,cardiotoxicity,None,United States: None,None,None,EFO:1001482,Type: DailyMed RefID: b63fad9b-7f12-4400-9019-b0586054e534 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b63fad9b-7f12-4400-9019-b0586054e534
CHEMBL1200419,CHEMBL460,MOLINDONE,Black Box Warning,None,None,United States: None,None,None,None,Type: DailyMed RefID: 1275e92f-9573-4d0c-8e77-1c9ac47696d2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1275e92f-9573-4d0c-8e77-1c9ac47696d2
CHEMBL2108667,CHEMBL2108667,YTTRIUM Y 90 IBRITUMOMAB TIUXETAN,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL1743043,CHEMBL1743043,MOXETUMOMAB PASUDOTOX,Black Box Warning,nephrotoxicity,None,United States: None,None,None,EFO:0011056,Type: DailyMed RefID: 8ddffb08-aab1-41f5-bbc6-09457e4e80ca URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8ddffb08-aab1-41f5-bbc6-09457e4e80ca|Type: DailyMed RefID: d6510282-1a57-4614-9859-299a227a089c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d6510282-1a57-4614-9859-299a227a089c
CHEMBL1200681,CHEMBL787,MONTELUKAST,Black Box Warning,psychiatric toxicity,None,United States: None,None,None,EFO:0011059,Type: DailyMed RefID: 8c166755-7711-4df9-d689-8836a1a70885 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8c166755-7711-4df9-d689-8836a1a70885|Type: FDA RefID: 482dcc92-b47f-4ea6-854a-f5ac2aea7842 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=482dcc92-b47f-4ea6-854a-f5ac2aea7842
CHEMBL1521,CHEMBL1521,ZALEPLON,Black Box Warning,misuse,None,United States: None,None,None,EFO:0011049,Type: DailyMed RefID: bec67c5d-9f8f-4490-a0b4-9b7905b565f1 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bec67c5d-9f8f-4490-a0b4-9b7905b565f1|Type: DailyMed RefID: 2cc7adee-2c4c-4fed-9914-545e70dba773 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2cc7adee-2c4c-4fed-9914-545e70dba773
CHEMBL1201132,CHEMBL895,NALBUPHINE,Black Box Warning,metabolic toxicity,None,United States: None,None,None,EFO:0011054,Type: DailyMed RefID: 96128b54-24d6-88a3-e053-2a95a90a1c9c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=96128b54-24d6-88a3-e053-2a95a90a1c9c
CHEMBL1743043,CHEMBL1743043,MOXETUMOMAB PASUDOTOX,Black Box Warning,vascular toxicity,None,United States: None,None,None,EFO:0011062,Type: DailyMed RefID: 8ddffb08-aab1-41f5-bbc6-09457e4e80ca URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8ddffb08-aab1-41f5-bbc6-09457e4e80ca|Type: DailyMed RefID: d6510282-1a57-4614-9859-299a227a089c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d6510282-1a57-4614-9859-299a227a089c
CHEMBL129,CHEMBL129,ZIDOVUDINE,Black Box Warning,hematological toxicity,None,United States: None,None,None,EFO:0011051,Type: DailyMed RefID: 54e21b7b-939c-4afa-9492-bde2b36dd352 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=54e21b7b-939c-4afa-9492-bde2b36dd352|Type: DailyMed RefID: cd3f2a72-3f01-49ba-9efe-9f2e6fedbd01 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cd3f2a72-3f01-49ba-9efe-9f2e6fedbd01|Type: DailyMed RefID: 51abd2ce-6be1-412d-b806-5f24935ac5e3 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=51abd2ce-6be1-412d-b806-5f24935ac5e3
CHEMBL1513,CHEMBL1513,IRBESARTAN,Black Box Warning,teratogenicity,None,United States: None,None,None,EFO:0009880,Type: DailyMed RefID: e8635a1c-ae06-4e23-99f7-e704f91d6f43 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e8635a1c-ae06-4e23-99f7-e704f91d6f43|Type: DailyMed RefID: 0f3408b4-44be-4a92-a59f-9b5a9716bc9a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0f3408b4-44be-4a92-a59f-9b5a9716bc9a|Type: DailyMed RefID: ada35ec2-8472-411a-8e7c-ff1a0df94ab5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ada35ec2-8472-411a-8e7c-ff1a0df94ab5|Type: DailyMed RefID: 7017005f-a772-4e9b-9902-20a9d47b3e7d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7017005f-a772-4e9b-9902-20a9d47b3e7d|Type: FDA RefID: ed789dc1-0b39-4efc-990d-7b6b43a8b3ba URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ed789dc1-0b39-4efc-990d-7b6b43a8b3ba|Type: FDA RefID: bfdf76ae-fedf-630c-e053-2995a90a9868 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bfdf76ae-fedf-630c-e053-2995a90a9868
CHEMBL1743043,CHEMBL1743043,MOXETUMOMAB PASUDOTOX,Black Box Warning,metabolic toxicity,None,United States: None,None,None,EFO:0011054,Type: DailyMed RefID: 8ddffb08-aab1-41f5-bbc6-09457e4e80ca URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8ddffb08-aab1-41f5-bbc6-09457e4e80ca|Type: DailyMed RefID: d6510282-1a57-4614-9859-299a227a089c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d6510282-1a57-4614-9859-299a227a089c
CHEMBL3989820,CHEMBL911,ZOLPIDEM,Black Box Warning,misuse,None,United States: None,None,None,EFO:0011049,Type: DailyMed RefID: acfcfe91-83a0-44ab-95c0-dd98b73ac69a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=acfcfe91-83a0-44ab-95c0-dd98b73ac69a|Type: DailyMed RefID: 1cfe5171-26bf-4a93-8bd8-2b252c1a16ad URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1cfe5171-26bf-4a93-8bd8-2b252c1a16ad|Type: DailyMed RefID: 7be7f243-e6f8-406f-aed7-be7cedd5630a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7be7f243-e6f8-406f-aed7-be7cedd5630a|Type: FDA RefID: bca751bb-5161-5a95-e053-2a95a90aa2dd URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bca751bb-5161-5a95-e053-2a95a90aa2dd
CHEMBL1201752,CHEMBL1201752,IXABEPILONE,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL2106643,CHEMBL866,MYCOPHENOLIC ACID,Black Box Warning,infectious disease,None,United States: None,None,None,EFO:0005741,Type: DailyMed RefID: 3a0a6ef4-fb2c-47be-82d7-d2675059c45b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3a0a6ef4-fb2c-47be-82d7-d2675059c45b|Type: DailyMed RefID: 93763b39-ba21-449b-bdc5-254ba57154e4 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=93763b39-ba21-449b-bdc5-254ba57154e4|Type: FDA RefID: b9e42ef0-de82-fb88-e053-2a95a90ad6eb URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b9e42ef0-de82-fb88-e053-2a95a90ad6eb|Type: FDA RefID: bc38bc5e-7f0a-4419-81ec-04726ce47421 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bc38bc5e-7f0a-4419-81ec-04726ce47421|Type: DailyMed RefID: d7fbf301-0b08-4b19-bfa0-e0c0067cb5ab URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d7fbf301-0b08-4b19-bfa0-e0c0067cb5ab|Type: FDA RefID: 30cb1078-929b-4c0f-be1d-49ef352dfab9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=30cb1078-929b-4c0f-be1d-49ef352dfab9
CHEMBL1201587,CHEMBL1201587,ALEMTUZUMAB,Black Box Warning,carcinogenicity,None,United States: None,None,None,EFO:0011046,Type: DailyMed RefID: 6236b0bc-82e9-4447-9a78-f57d94770269 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6236b0bc-82e9-4447-9a78-f57d94770269
CHEMBL1201124,CHEMBL469,KETOROLAC,Black Box Warning,immune system toxicity,None,United States: None,None,None,EFO:0011053,Type: DailyMed RefID: ccf905ca-e164-4779-9485-2d139c821bad URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ccf905ca-e164-4779-9485-2d139c821bad|Type: DailyMed RefID: 12fca023-1190-416f-8ae0-c10ca4b2a583 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=12fca023-1190-416f-8ae0-c10ca4b2a583|Type: DailyMed RefID: 6758cb38-dec8-468f-94e2-613772e39b9a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6758cb38-dec8-468f-94e2-613772e39b9a|Type: DailyMed RefID: 950b7295-3f68-4027-ac2b-2f7d0f5f8ef9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=950b7295-3f68-4027-ac2b-2f7d0f5f8ef9|Type: DailyMed RefID: d489b75f-cdd2-3786-f37b-39a43ba023ec URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d489b75f-cdd2-3786-f37b-39a43ba023ec|Type: FDA RefID: 0b988801-19bd-46ae-9047-edd40f9d6836 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0b988801-19bd-46ae-9047-edd40f9d6836|Type: FDA RefID: 5e42914f-de71-4176-819b-9fa26a8bdce6 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5e42914f-de71-4176-819b-9fa26a8bdce6|Type: FDA RefID: ada5a1a7-44ff-0bca-e053-2a95a90a50b0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ada5a1a7-44ff-0bca-e053-2a95a90a50b0
CHEMBL550348,CHEMBL550348,DEFERASIROX,Black Box Warning,nephrotoxicity,None,United States: None,None,None,EFO:0011056,Type: DailyMed RefID: 0c883fba-aa0c-4f65-94d9-dbc795c6d5d8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0c883fba-aa0c-4f65-94d9-dbc795c6d5d8|Type: DailyMed RefID: 0354cbc7-9b32-4513-976a-2ef2da39b6b3 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0354cbc7-9b32-4513-976a-2ef2da39b6b3|Type: FDA RefID: eded6687-ba78-4117-a316-eec56d46a08a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=eded6687-ba78-4117-a316-eec56d46a08a|Type: FDA RefID: 97a62d3d-b910-4d2d-abf6-19ffa33e7005 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=97a62d3d-b910-4d2d-abf6-19ffa33e7005|Type: FDA RefID: bfb4db4a-88e6-4c36-afeb-cb0ea00ae2ac URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bfb4db4a-88e6-4c36-afeb-cb0ea00ae2ac
CHEMBL1201824,CHEMBL1201824,ALGLUCOSIDASE ALFA,Black Box Warning,vascular toxicity,None,United States: None,None,None,EFO:0011062,Type: DailyMed RefID: d6bfbc45-2d34-439e-8aad-59ee2d53d4df URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d6bfbc45-2d34-439e-8aad-59ee2d53d4df
CHEMBL1201124,CHEMBL469,KETOROLAC,Black Box Warning,cardiotoxicity,None,United States: None,None,None,EFO:1001482,Type: DailyMed RefID: 950b7295-3f68-4027-ac2b-2f7d0f5f8ef9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=950b7295-3f68-4027-ac2b-2f7d0f5f8ef9|Type: DailyMed RefID: ccf905ca-e164-4779-9485-2d139c821bad URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ccf905ca-e164-4779-9485-2d139c821bad|Type: DailyMed RefID: 688f5dec-a6db-43c6-a1f8-5df99d08d395 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=688f5dec-a6db-43c6-a1f8-5df99d08d395|Type: DailyMed RefID: f5170993-81a9-4eb7-95ac-60697a5ee1d7 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f5170993-81a9-4eb7-95ac-60697a5ee1d7|Type: DailyMed RefID: 6758cb38-dec8-468f-94e2-613772e39b9a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6758cb38-dec8-468f-94e2-613772e39b9a|Type: DailyMed RefID: 9fdba2e6-969f-4624-b08b-a42f99e4eff9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9fdba2e6-969f-4624-b08b-a42f99e4eff9|Type: FDA RefID: 48244614-53ec-47e6-ad48-50814bdcceb7 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=48244614-53ec-47e6-ad48-50814bdcceb7|Type: FDA RefID: ada5a1a7-44ff-0bca-e053-2a95a90a50b0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ada5a1a7-44ff-0bca-e053-2a95a90a50b0|Type: FDA RefID: 0b988801-19bd-46ae-9047-edd40f9d6836 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0b988801-19bd-46ae-9047-edd40f9d6836
CHEMBL1428,CHEMBL1428,NIMODIPINE,Black Box Warning,misuse,None,United States: None,None,None,EFO:0011049,Type: DailyMed RefID: 5a2bedd7-3d9a-4f42-800b-14c814628089 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5a2bedd7-3d9a-4f42-800b-14c814628089|Type: DailyMed RefID: 238d7aa1-c40a-4a6e-ab2b-f79b922e0db8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=238d7aa1-c40a-4a6e-ab2b-f79b922e0db8|Type: DailyMed RefID: a323ebd8-ef1b-439b-93d1-ba73a5b0127d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a323ebd8-ef1b-439b-93d1-ba73a5b0127d|Type: DailyMed RefID: e65d5108-22a2-4d87-a78d-15606f3cc9e2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e65d5108-22a2-4d87-a78d-15606f3cc9e2
CHEMBL1201824,CHEMBL1201824,ALGLUCOSIDASE ALFA,Black Box Warning,respiratory toxicity,None,United States: None,None,None,EFO:0011060,Type: DailyMed RefID: d6bfbc45-2d34-439e-8aad-59ee2d53d4df URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d6bfbc45-2d34-439e-8aad-59ee2d53d4df
CHEMBL437,CHEMBL437,SULFATHIAZOLE,Withdrawn,hematological toxicity,"renal complications, rash, fever, blood dyscrasias, and liver damage",United States: 1970,EFO:0004228,drug-induced liver injury,EFO:0011051,Type: USGPO RefID: FR-1998-10-08/html/98-26923.htm URL: https://www.govinfo.gov/content/pkg/FR-1998-10-08/html/98-26923.htm|Type: USGPO RefID: FR-1998-10-08/html/98-26923.htm URL: https://www.govinfo.gov/content/pkg/FR-1998-10-08/html/98-26923.htm|Type: USGPO RefID: FR-1998-10-08/html/98-26923.htm URL: https://www.govinfo.gov/content/pkg/FR-1998-10-08/html/98-26923.htm
CHEMBL1201589,CHEMBL1201589,OMALIZUMAB,Black Box Warning,neurotoxicity,None,United States: None,None,None,EFO:0011057,Type: DailyMed RefID: 7f6a2191-adfb-48b9-9bfa-0d9920479f0d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7f6a2191-adfb-48b9-9bfa-0d9920479f0d
CHEMBL1201824,CHEMBL1201824,ALGLUCOSIDASE ALFA,Black Box Warning,cardiotoxicity,None,United States: None,None,None,EFO:1001482,Type: DailyMed RefID: d6bfbc45-2d34-439e-8aad-59ee2d53d4df URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d6bfbc45-2d34-439e-8aad-59ee2d53d4df
CHEMBL316561,CHEMBL316561,PROGLUMIDE,Withdrawn,respiratory toxicity,None,Germany: 1989,None,None,EFO:0011060,Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134
CHEMBL1201589,CHEMBL1201589,OMALIZUMAB,Black Box Warning,dermatological toxicity,None,United States: None,None,None,EFO:0011048,Type: DailyMed RefID: 7f6a2191-adfb-48b9-9bfa-0d9920479f0d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7f6a2191-adfb-48b9-9bfa-0d9920479f0d
CHEMBL1201824,CHEMBL1201824,ALGLUCOSIDASE ALFA,Black Box Warning,dermatological toxicity,None,United States: None,None,None,EFO:0011048,Type: DailyMed RefID: d6bfbc45-2d34-439e-8aad-59ee2d53d4df URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d6bfbc45-2d34-439e-8aad-59ee2d53d4df
CHEMBL1201595,CHEMBL1201595,LARONIDASE,Black Box Warning,immune system toxicity,None,United States: None,None,None,EFO:0011053,Type: DailyMed RefID: a80ac249-cae4-41f3-88bb-344088b20e60 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a80ac249-cae4-41f3-88bb-344088b20e60
CHEMBL2105395,CHEMBL2105395,OSPEMIFENE,Black Box Warning,carcinogenicity,None,United States: None,None,None,EFO:0011046,Type: DailyMed RefID: 8462d6ab-e3cd-4efa-a360-75bf8f917287 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8462d6ab-e3cd-4efa-a360-75bf8f917287|Type: FDA RefID: d81096c9-abe6-6563-e053-2a95a90a341b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d81096c9-abe6-6563-e053-2a95a90a341b
CHEMBL495,CHEMBL495,ALPROSTADIL,Black Box Warning,None,None,United States: None,None,None,None,Type: DailyMed RefID: dea460fa-d05e-4191-8461-f185a711ad89 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dea460fa-d05e-4191-8461-f185a711ad89
CHEMBL646,CHEMBL646,TRIAZOLAM,Withdrawn,neurotoxicity,Psychiatric reaction and amnesia,"Finland: 1991,United Kingdom: 1991,Argentina: 1991,France: 1991,Netherlands: 1991",EFO:1001454,amnesia,EFO:0011057,Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134|Type: PubMed RefID: 7628177 URL: http://europepmc.org/abstract/MED/7628177|Type: WHO RefID: drug_alert20withdrawal_triazolam.pdf URL: https://www.who.int/medicines/publications/drugalerts/drug_alert20withdrawal_triazolam.pdf
CHEMBL1201561,CHEMBL1201561,PEGINTERFERON ALFA-2B,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL1398126,CHEMBL945,AMILORIDE,Black Box Warning,metabolic toxicity,None,United States: None,None,None,EFO:0011054,Type: DailyMed RefID: 2b70cf0c-45be-428f-b396-5001ed4e30fc URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2b70cf0c-45be-428f-b396-5001ed4e30fc|Type: FDA RefID: 60e8e566-28c6-99ba-e053-2a91aa0a8dbe URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=60e8e566-28c6-99ba-e053-2a91aa0a8dbe
CHEMBL4,CHEMBL4,OFLOXACIN,Black Box Warning,musculoskeletal toxicity,None,United States: None,None,None,EFO:0011055,Type: DailyMed RefID: 1d19a6db-6da5-e7de-f929-2d18bdfa2cf5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1d19a6db-6da5-e7de-f929-2d18bdfa2cf5|Type: DailyMed RefID: ee1bf431-97fa-4aba-9cc3-0cfcea779ca2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ee1bf431-97fa-4aba-9cc3-0cfcea779ca2|Type: DailyMed RefID: 1779c568-d7bb-4bd5-bc29-13bd52ba8a0a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1779c568-d7bb-4bd5-bc29-13bd52ba8a0a|Type: FDA RefID: c4bf24ee-a80e-e9e4-e053-2a95a90aba4f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c4bf24ee-a80e-e9e4-e053-2a95a90aba4f
CHEMBL2448613,CHEMBL2111101,PIMAVANSERIN,Black Box Warning,None,None,United States: None,None,None,None,Type: DailyMed RefID: 1e6bea44-57d6-4bac-9328-46e1ee59f83b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1e6bea44-57d6-4bac-9328-46e1ee59f83b
CHEMBL34259,CHEMBL34259,METHOTREXATE,Black Box Warning,gastrointestinal toxicity,None,United States: None,None,None,EFO:0011050,Type: DailyMed RefID: 948e0bab-6524-4b87-9853-1799d4415558 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=948e0bab-6524-4b87-9853-1799d4415558|Type: DailyMed RefID: b080eb92-fc72-4ce6-a7ab-3f9ce2415526 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b080eb92-fc72-4ce6-a7ab-3f9ce2415526|Type: FDA RefID: 2a6afc4c-819d-4ba9-8040-4504519c116a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a6afc4c-819d-4ba9-8040-4504519c116a|Type: FDA RefID: 96e931f5-51ae-4bdf-a441-bb0dd26d4c0e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=96e931f5-51ae-4bdf-a441-bb0dd26d4c0e|Type: DailyMed RefID: 757d6cef-6696-7a1c-8074-01258aaa8bdd URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=757d6cef-6696-7a1c-8074-01258aaa8bdd|Type: DailyMed RefID: 9b34b1d8-d125-41a2-9f6f-3fab67b573bd URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9b34b1d8-d125-41a2-9f6f-3fab67b573bd|Type: DailyMed RefID: 0b54b5c4-2466-4f85-b9a0-ad93ec4a06a1 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0b54b5c4-2466-4f85-b9a0-ad93ec4a06a1|Type: FDA RefID: b0ed76b6-d9ac-c3dc-e053-2a95a90a49d4 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b0ed76b6-d9ac-c3dc-e053-2a95a90a49d4|Type: FDA RefID: c33e84ba-4c0d-f738-e053-2995a90aa20a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c33e84ba-4c0d-f738-e053-2995a90aa20a
CHEMBL1201589,CHEMBL1201589,OMALIZUMAB,Black Box Warning,vascular toxicity,None,United States: None,None,None,EFO:0011062,Type: DailyMed RefID: 7f6a2191-adfb-48b9-9bfa-0d9920479f0d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7f6a2191-adfb-48b9-9bfa-0d9920479f0d
